feature_idx,specificity_score,n_associations,strongest_qvalue,strongest_association,attr_type
3823,0.125,9,1.2645684079157241e-09,n_genes,continuous
3824,1.0,2,0.0010116260099904712,cell_type,categorical
3825,1.0,2,0.0001710339000133684,cell_type,categorical
3826,1.0,2,1.3856554820159447e-10,cell_type,categorical
3827,1.0,2,2.7024537699806446e-07,cell_type,categorical
3828,0.5,3,4.648847540724205e-05,cell_type,categorical
3829,0.5,3,1.072782261388491e-09,cell_type,categorical
3830,1.0,1,5.361360560122259e-07,cell_type,categorical
3831,0.125,9,1.5888476699425176e-11,Oxidative_Phosphorylation,continuous
3832,1.0,2,3.961909221859516e-09,cell_type,categorical
3833,1.0,1,6.472224522663984e-08,cell_type,categorical
3834,1.0,1,0.0019625034893572977,cell_type,categorical
3835,1.0,2,2.111401541051662e-06,cell_type,categorical
3837,1.0,1,0.04665358683370979,cell_type,categorical
3839,0.5,3,4.399859559222738e-15,Inflammation_Response,continuous
3840,0.3333333333333333,4,1.4729399398333798e-08,Inflammation_Response,continuous
3841,1.0,2,2.8401008806955776e-10,cell_type,categorical
3842,1.0,2,2.921168048045116e-06,cell_type,categorical
3843,0.5,3,1.1619521413511718e-08,pct_ribo,continuous
3844,0.2,6,1.3122274509015385e-05,cell_type,categorical
3845,0.3333333333333333,5,1.794505494657879e-07,pct_mito,continuous
3846,1.0,2,8.542664323710724e-08,cell_type,categorical
3847,1.0,2,7.210299493558541e-08,Inflammation_Response,continuous
3848,0.3333333333333333,4,0.006156433047304155,S_score,continuous
3851,0.2,6,2.1021641019860358e-08,Oxidative_Phosphorylation,continuous
3852,1.0,1,3.8503714040010196e-07,cell_type,categorical
3853,1.0,2,2.3935987212472692e-05,cell_type,categorical
3854,0.3333333333333333,4,1.3114727956452957e-07,Inflammation_Response,continuous
3855,0.3333333333333333,4,3.5614173169357114e-09,cell_type,categorical
3858,1.0,1,0.026001390474501396,cell_type,categorical
3859,1.0,2,5.1828558607597535e-05,cell_type,categorical
3860,1.0,2,2.9559828051251735e-05,Inflammation_Response,continuous
3861,0.16666666666666666,6,0.00026706957113401545,Apoptosis,continuous
3862,1.0,1,7.210299493558541e-08,cell_type,categorical
3863,0.25,5,0.0017181342331070867,cell_type,categorical
3864,1.0,2,1.2881848890065005e-05,cell_type,categorical
3865,0.25,5,0.00024084048867324906,Hypoxia,continuous
3866,0.5,4,6.023087976423016e-09,cell_type,categorical
3867,1.0,2,5.483783971038331e-07,cell_type,categorical
3868,1.0,2,1.658645126839153e-06,cell_type,categorical
3869,1.0,2,5.35732865752541e-07,Inflammation_Response,continuous
3870,1.0,1,4.207132863490031e-08,cell_type,categorical
3871,1.0,2,1.6888538578157101e-09,cell_type,categorical
3872,1.0,2,4.203139337399202e-06,cell_type,categorical
3873,0.25,5,0.0005489287456873554,cell_type,categorical
3874,1.0,2,4.053405673925446e-07,cell_type,categorical
3875,1.0,2,0.018841482764456942,G2M_score,continuous
3876,1.0,1,1.8974313269726826e-06,cell_type,categorical
3877,1.0,2,0.0020583054193748546,cell_type,categorical
3878,0.2,6,3.084872474786948e-09,cell_type,categorical
3879,1.0,1,0.015844656912380125,cell_type,categorical
3880,1.0,1,0.00044295174573235593,cell_type,categorical
3881,1.0,1,0.004360562929128606,cell_type,categorical
3882,1.0,2,0.004881899729049482,pct_ribo,continuous
3883,0.5,3,0.00010413879917003208,pct_mito,continuous
3884,0.1111111111111111,10,7.70243875367274e-10,Oxidative_Phosphorylation,continuous
3885,1.0,2,0.0028815162389877642,Inflammation_Response,continuous
3886,1.0,1,1.278231830906658e-10,cell_type,categorical
3887,1.0,2,2.35896138189632e-13,Inflammation_Response,continuous
3888,0.5,3,5.229140097706748e-08,cell_type,categorical
3889,1.0,2,1.8716560920167407e-08,cell_type,categorical
3890,1.0,2,1.0947150960217498e-08,cell_type,categorical
3891,1.0,1,2.134999756139547e-06,cell_type,categorical
3892,1.0,2,0.0007528506153401163,cell_type,categorical
3893,1.0,2,0.017394813566866223,cell_type,categorical
3894,1.0,2,1.1990053311949565e-09,pct_ribo,continuous
3895,1.0,2,0.00588811518755257,cell_type,categorical
3896,1.0,2,0.0021519472703764864,cell_type,categorical
3897,1.0,2,4.964637209598115e-05,cell_type,categorical
3898,0.25,5,1.0191148194186594e-07,cell_type,categorical
3899,1.0,2,4.922227429429248e-10,cell_type,categorical
3900,1.0,1,2.3294098190835143e-05,cell_type,categorical
3901,0.14285714285714285,8,3.4450987501345778e-09,Oxidative_Phosphorylation,continuous
3902,0.5,3,0.00015177788741870134,cell_type,categorical
3903,1.0,2,2.3728705836321057e-10,cell_type,categorical
3905,0.5,3,5.767541790441862e-07,cell_type,categorical
3906,1.0,2,3.936581186421963e-06,cell_type,categorical
3907,1.0,1,2.2505731522396372e-07,cell_type,categorical
3908,1.0,2,0.00016695062111865523,cell_type,categorical
3909,0.16666666666666666,7,3.1345574120748025e-05,cell_type,categorical
3910,0.2,6,4.1999161395414776e-05,cell_type,categorical
3911,0.5,3,3.2467070082055776e-06,cell_type,categorical
3912,0.125,9,1.203400286726355e-08,Apoptosis,continuous
3913,1.0,1,1.1812293015340838e-08,cell_type,categorical
3914,1.0,2,3.689202585184057e-08,cell_type,categorical
3915,0.16666666666666666,7,5.4354606053331335e-05,cell_type,categorical
3916,0.5,3,1.6952047912298887e-05,cell_type,categorical
3917,1.0,1,4.735964074684263e-05,cell_type,categorical
3918,1.0,1,0.0021109301103049796,cell_type,categorical
3919,1.0,2,1.6423467380834798e-05,cell_type,categorical
3920,1.0,1,0.001502782060103743,cell_type,categorical
3921,1.0,2,0.00012987397727647534,pct_ribo,continuous
3922,1.0,2,2.0310271483308267e-05,cell_type,categorical
3923,0.5,3,0.0022866444952985587,Hypoxia,continuous
3924,0.3333333333333333,4,3.084742740585363e-06,cell_type,categorical
3925,0.125,9,0.00043724214943699073,Inflammation_Response,continuous
3926,0.3333333333333333,3,0.016754215532891022,G2M_score,continuous
3928,0.5,3,3.511994499181242e-07,cell_type,categorical
3929,0.5,3,4.634092953152218e-09,cell_type,categorical
3930,0.5,3,5.722856789766693e-08,cell_type,categorical
3931,0.5,3,2.2941093003703833e-08,cell_type,categorical
3932,0.3333333333333333,5,9.51449183399528e-06,cell_type,categorical
3933,1.0,1,0.00016205097199495946,cell_type,categorical
3934,1.0,1,1.5476437941638798e-08,cell_type,categorical
3935,1.0,1,0.0019281385037513044,cell_type,categorical
3936,0.5,3,0.00017090010043105305,cell_type,categorical
3938,1.0,2,6.130465226596756e-05,cell_type,categorical
3940,1.0,2,2.269629698157546e-09,cell_type,categorical
3941,1.0,1,0.0014171230158564559,cell_type,categorical
3942,1.0,1,2.0000644761735296e-05,cell_type,categorical
3943,1.0,1,0.0003806883834519269,cell_type,categorical
3946,0.14285714285714285,8,5.7822034683486677e-05,DNA_Repair,continuous
3948,0.3333333333333333,4,1.3307959920940053e-05,Inflammation_Response,continuous
3949,1.0,2,1.4406632989574448e-09,cell_type,categorical
3950,0.5,3,4.33708584309236e-09,cell_type,categorical
3951,1.0,1,0.01561446611629528,cell_type,categorical
3952,1.0,2,2.219149415008998e-09,cell_type,categorical
3953,1.0,2,0.027778876260229467,pct_ribo,continuous
3954,0.5,3,3.0096592017523944e-08,cell_type,categorical
3955,0.3333333333333333,4,2.1076363227581553e-05,cell_type,categorical
3956,0.5,3,0.0005816994734070627,cell_type,categorical
3957,1.0,2,0.0005774656164750997,cell_type,categorical
3958,1.0,2,4.095189428310533e-06,cell_type,categorical
3959,0.125,9,2.0661806367488967e-07,Apoptosis,continuous
3960,0.3333333333333333,5,7.545329604912354e-06,cell_type,categorical
3961,1.0,2,1.9187117150893597e-10,pct_ribo,continuous
3962,0.5,3,1.9008309688754965e-05,Inflammation_Response,continuous
3963,1.0,2,0.018295292735515268,pct_ribo,continuous
3964,0.25,5,4.8980911528880095e-11,cell_type,categorical
3965,1.0,2,1.3330743288461524e-07,cell_type,categorical
3966,0.2,6,5.009360821634372e-07,cell_type,categorical
3967,0.3333333333333333,4,2.930551493841058e-07,cell_type,categorical
3968,1.0,2,0.00023884634818911122,pct_ribo,continuous
3969,0.125,9,4.258298469675447e-14,Oxidative_Phosphorylation,continuous
3971,0.3333333333333333,4,0.0004775445941204896,Inflammation_Response,continuous
3973,0.3333333333333333,4,9.115667777930866e-09,cell_type,categorical
3974,0.3333333333333333,4,6.124758421225766e-05,cell_type,categorical
3975,1.0,2,2.7067603194221466e-13,cell_type,categorical
3978,1.0,1,0.01895514328847254,cell_type,categorical
3979,1.0,1,1.0597780462407877e-06,cell_type,categorical
3980,1.0,2,5.567097228317917e-05,Inflammation_Response,continuous
3981,1.0,1,6.383628010425862e-06,cell_type,categorical
3982,0.5,3,9.963795099151177e-05,cell_type,categorical
3983,0.25,5,0.00015523841340898077,DNA_Repair,continuous
3984,1.0,1,6.912649880372003e-06,cell_type,categorical
3985,0.25,5,5.126405759375956e-09,cell_type,categorical
3986,0.125,9,7.944306419600313e-10,cell_type,categorical
3987,1.0,2,0.0016273530614169267,cell_type,categorical
3988,0.25,5,2.937745474039615e-08,cell_type,categorical
3989,1.0,2,2.599623087639384e-09,cell_type,categorical
3990,0.14285714285714285,7,1.5981755020534966e-05,n_genes,continuous
3991,1.0,2,3.5506801566897053e-10,cell_type,categorical
3992,1.0,1,9.696114210664138e-05,cell_type,categorical
3993,0.2,6,1.618912077153155e-06,Inflammation_Response,continuous
3994,0.16666666666666666,7,0.0001658968946464909,cell_type,categorical
3995,1.0,2,0.00010388883080386144,cell_type,categorical
3996,1.0,2,7.084473769168839e-06,cell_type,categorical
3997,0.3333333333333333,4,0.004130460311507106,pct_ribo,continuous
3998,0.5,3,1.3538424757272252e-08,cell_type,categorical
3999,0.2,5,0.00012552366434461775,Oxidative_Phosphorylation,continuous
4000,1.0,1,4.856359920771258e-05,cell_type,categorical
4001,1.0,2,1.8046023905555366e-06,cell_type,categorical
4002,0.3333333333333333,4,0.00012384313366427548,cell_type,categorical
4003,1.0,2,0.0013487986157814324,cell_type,categorical
4004,0.5,3,0.0004267135197785454,cell_type,categorical
4006,0.3333333333333333,4,2.231240218540557e-05,cell_type,categorical
4007,1.0,2,2.0778292696869345e-07,cell_type,categorical
4008,1.0,2,1.1845434807118983e-07,cell_type,categorical
4009,0.5,3,5.887726492078317e-10,cell_type,categorical
4010,0.5,3,0.013839608366179104,Oxidative_Phosphorylation,continuous
4011,0.5,3,3.3850745964060814e-09,Inflammation_Response,continuous
4012,0.3333333333333333,4,1.612308992914715e-08,cell_type,categorical
4013,1.0,2,3.081272379426767e-08,cell_type,categorical
4015,1.0,2,3.504012801825224e-07,Inflammation_Response,continuous
4016,0.5,3,0.002598307922887333,cell_type,categorical
4017,1.0,1,0.001245713837393027,cell_type,categorical
4018,1.0,1,0.0001480878913019785,cell_type,categorical
4019,1.0,2,1.0202434070971084e-08,cell_type,categorical
4020,1.0,1,1.0901669064638765e-06,cell_type,categorical
4021,0.125,9,1.902967761134799e-11,Apoptosis,continuous
4022,0.5,3,9.074850084937958e-09,cell_type,categorical
4023,0.5,4,6.912106125240114e-11,cell_type,categorical
4024,1.0,1,8.397957554578785e-06,cell_type,categorical
4025,1.0,2,0.00013365163902607369,cell_type,categorical
4027,1.0,2,2.73782203527456e-05,cell_type,categorical
4029,1.0,1,0.005368041916379165,cell_type,categorical
4030,0.3333333333333333,4,9.17228536094444e-05,pct_ribo,continuous
4031,1.0,1,0.0006016956756301103,cell_type,categorical
4032,1.0,2,1.7567986601498093e-05,cell_type,categorical
4033,1.0,2,0.00039338016814071563,Inflammation_Response,continuous
4034,0.5,3,1.5853126732608243e-08,cell_type,categorical
4035,1.0,1,0.00037232299444954676,cell_type,categorical
4036,0.25,4,0.0009786392625153908,pct_mito,continuous
4037,1.0,2,8.965126061954086e-09,cell_type,categorical
4038,1.0,1,1.3073955648475759e-05,cell_type,categorical
4039,1.0,2,5.061862109909942e-08,cell_type,categorical
4040,0.2,6,0.00011130319552722767,pct_ribo,continuous
4041,1.0,1,2.13587842477917e-08,cell_type,categorical
4042,0.5,3,2.66571178053053e-05,cell_type,categorical
4044,0.5,3,0.00035040485264962274,Inflammation_Response,continuous
4046,0.14285714285714285,8,1.0502702307899273e-10,Oxidative_Phosphorylation,continuous
4047,1.0,2,1.9446016380647927e-06,cell_type,categorical
4048,0.16666666666666666,7,2.770711247345079e-08,cell_type,categorical
4049,1.0,1,0.0017852194350525621,cell_type,categorical
4050,1.0,2,9.150651742624264e-06,cell_type,categorical
4051,1.0,2,5.588192984526227e-06,Inflammation_Response,continuous
4052,0.3333333333333333,4,1.1512730527747466e-08,cell_type,categorical
4053,1.0,2,0.004711187241806298,cell_type,categorical
4055,0.5,3,3.61734202459412e-10,cell_type,categorical
4057,1.0,2,0.002095652679640166,cell_type,categorical
4058,1.0,1,0.020645410151711382,pct_mito,continuous
4059,1.0,2,8.363380177072432e-05,cell_type,categorical
4060,1.0,2,1.4780268618883124e-05,pct_ribo,continuous
4061,1.0,2,0.00015339314924563239,pct_ribo,continuous
4062,1.0,2,0.00404215761343585,cell_type,categorical
4063,1.0,2,6.5269385520040236e-12,Inflammation_Response,continuous
4064,1.0,1,0.011140578910417516,cell_type,categorical
4065,0.5,3,3.6375247662691517e-06,cell_type,categorical
4066,1.0,2,0.005527970843349289,cell_type,categorical
4067,0.3333333333333333,4,3.9382505340627853e-07,cell_type,categorical
4068,1.0,1,4.127489645829452e-06,cell_type,categorical
4069,1.0,1,2.5001451231109517e-08,cell_type,categorical
4070,1.0,2,5.772875352089432e-06,cell_type,categorical
4071,1.0,2,4.7927128618060386e-05,cell_type,categorical
4072,0.1111111111111111,10,7.655234420388582e-38,n_genes,continuous
4073,1.0,2,0.0009663817027115818,cell_type,categorical
4074,0.125,9,1.1836211274126107e-07,Apoptosis,continuous
4075,1.0,1,2.764398372046276e-07,cell_type,categorical
4076,1.0,1,5.59602710758407e-07,cell_type,categorical
4077,1.0,1,0.00027006150808859603,cell_type,categorical
4078,0.5,3,4.012279956572879e-05,cell_type,categorical
4079,1.0,1,0.021132822841350533,cell_type,categorical
4081,0.14285714285714285,7,1.471178631477182e-05,n_genes,continuous
4082,1.0,2,4.330746207731737e-07,cell_type,categorical
4083,0.1111111111111111,10,3.4040873132099746e-06,n_genes,continuous
4085,0.5,3,0.00029480185723239105,cell_type,categorical
4086,0.3333333333333333,4,0.00014008337414906765,cell_type,categorical
4088,0.1111111111111111,10,4.405553208228031e-28,DNA_Repair,continuous
4089,0.3333333333333333,4,0.00010212834989424966,cell_type,categorical
4090,1.0,2,0.0025896509519849394,cell_type,categorical
4091,0.125,9,6.022706149806066e-22,n_genes,continuous
4092,1.0,1,3.467223555204222e-07,cell_type,categorical
4093,0.5,3,4.599989966200409e-09,cell_type,categorical
4094,0.25,5,2.034320666639325e-06,cell_type,categorical
4095,1.0,2,0.0029543720877041424,cell_type,categorical
4096,1.0,2,8.064282472331225e-11,cell_type,categorical
4097,1.0,1,0.003694659076551927,pct_ribo,continuous
4098,1.0,2,4.0785878006192256e-05,cell_type,categorical
4099,1.0,2,1.8556779898527253e-07,Inflammation_Response,continuous
4101,1.0,1,0.0038617070455131295,cell_type,categorical
4103,1.0,1,5.2671231561374775e-12,cell_type,categorical
4104,0.5,4,1.1943871081318368e-09,cell_type,categorical
4105,1.0,2,1.771247473349586e-06,cell_type,categorical
4106,0.5,3,1.409895025319667e-05,Inflammation_Response,continuous
4107,1.0,2,0.0040254365445853745,pct_ribo,continuous
4109,0.25,5,2.481552789028529e-05,cell_type,categorical
4110,1.0,2,3.189228511465374e-05,cell_type,categorical
4111,0.5,3,5.161932811182904e-09,cell_type,categorical
4112,1.0,1,0.00010999150415462905,cell_type,categorical
4113,1.0,2,2.4269215782784518e-08,cell_type,categorical
4114,1.0,2,9.211605960482172e-07,cell_type,categorical
4116,1.0,2,0.00022162078409025598,pct_ribo,continuous
4117,1.0,2,1.2104942602139838e-07,cell_type,categorical
4118,1.0,2,0.03552979346445758,cell_type,categorical
4119,1.0,1,1.3073955648475759e-05,cell_type,categorical
4120,1.0,2,1.0349692408336636e-10,cell_type,categorical
4122,0.14285714285714285,8,2.634644681625792e-06,Oxidative_Phosphorylation,continuous
4123,1.0,1,3.8898533801280016e-09,cell_type,categorical
4124,1.0,1,1.4608532323914374e-11,cell_type,categorical
4125,1.0,1,0.041656991193124486,pct_ribo,continuous
4126,0.5,3,0.012258098996199642,cell_type,categorical
4127,1.0,2,1.099154307173525e-08,pct_ribo,continuous
4128,1.0,1,0.0130735414219754,cell_type,categorical
4129,0.5,3,0.0001075179404607471,cell_type,categorical
4130,1.0,2,5.021460220540421e-06,cell_type,categorical
4131,1.0,2,5.1528869764484e-07,cell_type,categorical
4132,1.0,2,1.5899921411064057e-05,cell_type,categorical
4133,0.3333333333333333,4,0.009719936867440816,G2M_score,continuous
4134,1.0,2,3.890260595290553e-06,cell_type,categorical
4135,0.1111111111111111,10,1.8260787834008958e-19,n_genes,continuous
4138,0.5,3,1.4641673258253275e-08,cell_type,categorical
4139,0.1111111111111111,10,1.1636766805581486e-08,Inflammation_Response,continuous
4140,0.5,3,1.8272735642385582e-10,cell_type,categorical
4141,0.3333333333333333,4,2.361963844465105e-05,cell_type,categorical
4142,0.5,4,1.0331006263574697e-10,pct_ribo,continuous
4143,1.0,1,0.04256525779878127,pct_mito,continuous
4144,0.3333333333333333,4,2.321837825195438e-06,cell_type,categorical
4145,1.0,2,9.760179992895481e-05,cell_type,categorical
4146,1.0,2,2.0229228796813508e-05,Inflammation_Response,continuous
4147,1.0,2,0.0007616626390413777,cell_type,categorical
4148,0.5,3,5.045083686591498e-07,cell_type,categorical
4150,1.0,1,0.011230857813560799,cell_type,categorical
4151,0.5,3,0.0007985646324108015,Inflammation_Response,continuous
4152,1.0,2,2.181174698627115e-07,Inflammation_Response,continuous
4153,0.125,9,3.363092369963699e-08,n_counts,continuous
4154,1.0,2,2.380456639014257e-10,cell_type,categorical
4155,1.0,1,2.044887447675788e-05,cell_type,categorical
4156,1.0,1,1.161893931149376e-05,cell_type,categorical
4157,1.0,2,1.1179877618134734e-06,cell_type,categorical
4158,1.0,1,0.0003408518147185455,cell_type,categorical
4159,1.0,2,1.8735730225734118e-08,cell_type,categorical
4161,0.3333333333333333,4,0.0008377293695513289,DNA_Repair,continuous
4162,1.0,1,0.025400627525590764,cell_type,categorical
4163,0.5,3,9.076701353617652e-08,cell_type,categorical
4164,1.0,2,9.448106419391266e-09,Inflammation_Response,continuous
4165,1.0,2,8.100767773881325e-08,cell_type,categorical
4166,1.0,1,8.825353457741192e-09,cell_type,categorical
4167,1.0,2,4.552187889801809e-06,cell_type,categorical
4168,0.5,2,0.017293326024977587,Oxidative_Phosphorylation,continuous
4169,0.16666666666666666,7,8.776982717366819e-08,cell_type,categorical
4170,1.0,1,0.00012413222170442185,cell_type,categorical
4171,1.0,2,0.0014282451938251648,pct_ribo,continuous
4172,0.3333333333333333,4,2.7547871937837918e-08,cell_type,categorical
4173,1.0,1,0.040662476467728643,Hypoxia,continuous
4174,1.0,2,1.0500537512969228e-08,cell_type,categorical
4175,1.0,2,7.296013259883729e-08,cell_type,categorical
4176,1.0,1,9.604043232538278e-06,cell_type,categorical
4177,1.0,1,6.310942105860706e-06,cell_type,categorical
4178,1.0,1,0.0022267365012654597,cell_type,categorical
4179,0.3333333333333333,4,6.36968521381466e-05,cell_type,categorical
4181,1.0,2,0.013967802303507179,cell_type,categorical
4183,0.3333333333333333,4,4.288339459985931e-07,cell_type,categorical
4184,0.5,3,1.240213783499105e-07,Inflammation_Response,continuous
4185,0.25,5,0.0002975098274538164,G2M_score,continuous
4186,0.3333333333333333,4,6.601069904192116e-05,cell_type,categorical
4187,1.0,2,9.056431497995881e-07,pct_ribo,continuous
4188,0.5,4,0.0002548937945529989,Inflammation_Response,continuous
4189,1.0,2,1.2571274659648942e-08,pct_ribo,continuous
4190,1.0,2,2.547015407430018e-09,cell_type,categorical
4192,1.0,2,3.01541612708346e-11,cell_type,categorical
4194,1.0,2,1.1096309078665885e-05,cell_type,categorical
4195,0.5,3,0.006440308450608227,Inflammation_Response,continuous
4196,1.0,2,4.245106857584677e-09,cell_type,categorical
4199,1.0,1,0.006904667071324248,cell_type,categorical
4200,1.0,2,0.00011466611213625459,pct_ribo,continuous
4201,0.5,3,4.452822868193192e-09,cell_type,categorical
4202,1.0,2,1.1833106122287715e-08,cell_type,categorical
4203,0.2,6,8.250430908586165e-07,Oxidative_Phosphorylation,continuous
4204,1.0,2,3.969493309422328e-06,cell_type,categorical
4205,0.2,6,1.4652684995895827e-06,pct_mito,continuous
4206,1.0,2,0.0005709629794660609,pct_ribo,continuous
4207,1.0,1,0.0008638695046025257,cell_type,categorical
4208,0.5,3,3.702514658038506e-09,cell_type,categorical
4209,0.14285714285714285,8,0.00021498241413059604,Apoptosis,continuous
4210,1.0,2,2.092506931828324e-07,cell_type,categorical
4211,1.0,2,3.09128269814311e-07,cell_type,categorical
4212,1.0,2,3.24976659336184e-09,cell_type,categorical
4213,0.5,3,0.0011003820284885754,cell_type,categorical
4214,1.0,2,7.251043060425868e-05,pct_ribo,continuous
4215,0.3333333333333333,5,0.00014450980440879508,pct_mito,continuous
4216,1.0,1,3.0355875213706143e-09,cell_type,categorical
4217,0.125,9,3.837943904826734e-07,n_counts,continuous
4218,0.125,8,6.337681539196251e-09,Oxidative_Phosphorylation,continuous
4219,1.0,1,2.026440776153185e-10,cell_type,categorical
4220,0.5,3,6.327761954262022e-05,cell_type,categorical
4221,1.0,2,0.006740778357071972,cell_type,categorical
4222,1.0,2,6.316713916355622e-07,cell_type,categorical
4223,0.3333333333333333,4,2.379873365553237e-08,pct_ribo,continuous
4225,0.125,9,7.907496650375122e-07,cell_type,categorical
4226,0.5,3,4.565550366139735e-05,cell_type,categorical
4227,1.0,2,4.158422610833414e-05,cell_type,categorical
4228,1.0,2,1.0846949108077127e-07,cell_type,categorical
4229,1.0,2,2.8518066106356467e-08,cell_type,categorical
4231,0.1111111111111111,9,5.2231053726838396e-05,n_genes,continuous
4232,0.5,3,4.820883136770385e-05,cell_type,categorical
4233,1.0,1,0.009675775864923367,cell_type,categorical
4234,1.0,1,0.022857769162395687,cell_type,categorical
4235,1.0,1,0.009165349260704331,cell_type,categorical
4236,1.0,2,0.015229211584892953,Inflammation_Response,continuous
4237,1.0,2,9.822736151255326e-08,cell_type,categorical
4238,0.5,3,2.0166912153433957e-06,pct_ribo,continuous
4239,1.0,2,2.1365512153575232e-11,cell_type,categorical
4240,1.0,1,1.5270187625899034e-05,cell_type,categorical
4243,0.3333333333333333,4,0.0011784785894367981,pct_ribo,continuous
4244,0.14285714285714285,8,0.00020350166774610196,Hypoxia,continuous
4246,1.0,2,6.296963468550814e-07,Inflammation_Response,continuous
4247,1.0,2,1.5903364971388468e-09,cell_type,categorical
4248,1.0,1,0.04641077982681709,pct_ribo,continuous
4249,0.14285714285714285,8,6.084847039653264e-09,cell_type,categorical
4250,0.125,9,9.924664428368079e-08,Apoptosis,continuous
4251,1.0,2,8.408854047116085e-07,cell_type,categorical
4252,1.0,2,1.545340218254763e-07,cell_type,categorical
4253,0.2,6,3.0499546822808442e-09,Inflammation_Response,continuous
4254,1.0,2,8.320884188899418e-05,cell_type,categorical
4255,0.25,5,6.433973477364431e-08,cell_type,categorical
4256,1.0,2,0.02999353259094642,cell_type,categorical
4259,0.5,3,8.609660313833026e-06,cell_type,categorical
4262,1.0,1,0.007530647460351831,pct_mito,continuous
4263,1.0,1,0.0004935652823036791,cell_type,categorical
4264,1.0,2,2.0546398230967597e-05,cell_type,categorical
4265,1.0,2,2.429782992864088e-07,cell_type,categorical
4266,1.0,2,5.068935094698459e-05,cell_type,categorical
4267,0.3333333333333333,4,1.1872682070387425e-05,Oxidative_Phosphorylation,continuous
4268,1.0,2,0.004180672498647622,cell_type,categorical
4270,1.0,2,5.703616424374429e-05,Inflammation_Response,continuous
4271,0.125,9,2.8170683439386667e-26,n_counts,continuous
4272,1.0,2,0.001339182275200625,cell_type,categorical
4273,0.3333333333333333,4,2.4371043572992948e-09,cell_type,categorical
4274,1.0,2,1.94796362354423e-05,cell_type,categorical
4277,1.0,1,9.674089925507441e-08,cell_type,categorical
4278,1.0,2,0.0012230700177898375,Inflammation_Response,continuous
4279,1.0,2,2.2064879770246833e-06,cell_type,categorical
4280,1.0,1,2.4764173590808854e-08,cell_type,categorical
4281,1.0,1,1.4780985353874028e-06,cell_type,categorical
4282,1.0,2,1.9939682083792934e-10,cell_type,categorical
4283,1.0,2,0.00012814240386809422,cell_type,categorical
4284,1.0,2,7.36646884437119e-11,cell_type,categorical
4285,0.5,3,0.002420488357482258,pct_ribo,continuous
4286,0.5,3,9.058353351595665e-13,cell_type,categorical
4288,0.5,3,1.7467147441476412e-07,cell_type,categorical
4289,0.2,6,6.599765855539754e-05,pct_mito,continuous
4290,0.5,3,1.1517855576896584e-05,cell_type,categorical
4291,1.0,1,0.000655006947803735,cell_type,categorical
4292,0.3333333333333333,4,8.958474245472246e-13,cell_type,categorical
4294,1.0,2,5.1825115186476886e-05,cell_type,categorical
4295,0.125,9,8.845064149216058e-07,G2M_score,continuous
4296,1.0,1,0.0009001012471695902,cell_type,categorical
4297,1.0,1,1.3118110205695655e-07,cell_type,categorical
4298,1.0,2,0.0020994789482244106,cell_type,categorical
4299,1.0,1,3.9918184645057735e-07,cell_type,categorical
4300,0.1111111111111111,10,3.723924153932548e-09,Apoptosis,continuous
4301,0.5,3,8.31427100556839e-05,cell_type,categorical
4302,0.1111111111111111,10,8.048449385438153e-18,Apoptosis,continuous
4304,0.25,5,0.000299864897904735,Hypoxia,continuous
4306,0.5,2,1.0164225001352235e-08,pct_mito,continuous
4308,1.0,2,3.39382201199116e-09,cell_type,categorical
4309,1.0,2,4.263495484056749e-06,cell_type,categorical
4310,1.0,2,1.4293475295084283e-09,cell_type,categorical
4311,0.5,3,0.0003042294071791673,cell_type,categorical
4312,1.0,2,1.7870874348663849e-06,cell_type,categorical
4313,0.5,3,5.912984539680945e-06,cell_type,categorical
4314,1.0,1,0.011881513944997292,cell_type,categorical
4315,0.5,3,1.592643853140748e-06,cell_type,categorical
4316,1.0,2,6.781422708077143e-10,cell_type,categorical
4317,1.0,2,3.9464241819686173e-08,cell_type,categorical
4318,0.25,5,0.00016726507125459648,cell_type,categorical
4319,1.0,2,0.0003886050790508263,cell_type,categorical
4320,0.5,3,2.651200243095642e-05,cell_type,categorical
4321,0.3333333333333333,4,7.819419786118855e-05,cell_type,categorical
4323,0.5,3,0.0002808025122380304,pct_ribo,continuous
4325,0.1,11,1.0939446959209356e-23,Oxidative_Phosphorylation,continuous
4326,0.25,5,7.461954137396311e-10,Inflammation_Response,continuous
4327,1.0,2,2.5384148665284167e-10,cell_type,categorical
4328,0.5,3,3.3194306568934022e-06,cell_type,categorical
4329,1.0,2,4.233868071152074e-11,cell_type,categorical
4330,1.0,2,1.4788438763305589e-08,Inflammation_Response,continuous
4331,0.1111111111111111,11,7.733704608268286e-24,S_score,continuous
4332,1.0,2,4.1220087681045224e-07,cell_type,categorical
4333,0.5,3,2.982788136161706e-08,Inflammation_Response,continuous
4334,1.0,2,6.429946860689572e-10,pct_ribo,continuous
4335,0.5,3,0.002432656677829352,cell_type,categorical
4336,1.0,1,0.00778515459762273,cell_type,categorical
4337,1.0,2,2.797211120310515e-05,cell_type,categorical
4339,1.0,2,1.2466032095913687e-05,pct_ribo,continuous
4340,0.5,3,6.465432465845802e-11,cell_type,categorical
4341,0.3333333333333333,4,1.264425283423249e-06,cell_type,categorical
4343,0.5,3,8.994978826552644e-06,cell_type,categorical
4344,0.5,3,5.792737375803709e-06,cell_type,categorical
4345,1.0,2,0.00407403108773822,cell_type,categorical
