feature_idx,pca_x,pca_y,sparsity,activation_mean,activation_std,specificity_score,n_associations,strongest_qvalue,strongest_association,attr_type
4130,2.392163,-2.9755898,0.23,0.1547648,0.13490485,1.0,2.0,5.021460220540421e-06,cell_type,categorical
4131,2.0826914,-0.26247692,0.13,0.16771843,0.12655027,1.0,2.0,5.1528869764484e-07,cell_type,categorical
4132,4.76954,-5.3545394,0.14,0.20085698,0.17539233,1.0,2.0,1.5899921411064057e-05,cell_type,categorical
4133,-4.8101783,-1.5326726,0.63,0.041706406,0.07871515,0.3333333333333333,4.0,0.009719936867440816,G2M_score,continuous
4134,4.508185,2.246013,0.1,0.19584228,0.13176821,1.0,2.0,3.890260595290553e-06,cell_type,categorical
4135,-6.8739667,-0.61004525,0.93,0.00727988,0.02960554,0.1111111111111111,10.0,1.8260787834008958e-19,n_genes,continuous
4136,-4.3406386,0.20334297,0.57,0.05218049,0.07362745,0.0,,,None,
4137,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4138,7.2471833,-8.882061,0.29,0.23068446,0.20773286,0.5,3.0,1.4641673258253275e-08,cell_type,categorical
4139,-4.817634,3.669033,0.73,0.041894574,0.09659714,0.1111111111111111,10.0,1.1636766805581486e-08,Inflammation_Response,continuous
4140,1.1359447,2.438823,0.31,0.13545847,0.13447294,0.5,3.0,1.8272735642385582e-10,cell_type,categorical
4141,-1.8571292,-1.1615131,0.47,0.08648519,0.122354954,0.3333333333333333,4.0,2.361963844465105e-05,cell_type,categorical
4142,5.234138,7.9977326,0.17,0.20530497,0.18447693,0.5,4.0,1.0331006263574697e-10,pct_ribo,continuous
4143,-4.84465,1.5575203,0.66,0.04874044,0.09071042,1.0,1.0,0.04256525779878127,pct_mito,continuous
4144,4.3876715,1.5140179,0.17,0.21721943,0.20383777,0.3333333333333333,4.0,2.321837825195438e-06,cell_type,categorical
4145,4.2596445,0.053053442,0.11,0.20069484,0.15460086,1.0,2.0,9.760179992895481e-05,cell_type,categorical
4146,4.545707,2.9417467,0.12,0.1969822,0.153097,1.0,2.0,2.0229228796813508e-05,Inflammation_Response,continuous
4147,2.8741047,0.89563805,0.17,0.16362792,0.12333291,1.0,2.0,0.0007616626390413777,cell_type,categorical
4148,5.678885,-4.8778067,0.24,0.20841433,0.17475548,0.5,3.0,5.045083686591498e-07,cell_type,categorical
4149,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4150,4.1970763,-4.91526,0.34,0.20882478,0.28314266,1.0,1.0,0.011230857813560799,cell_type,categorical
4151,1.1653949,0.16869415,0.21,0.14842416,0.12410988,0.5,3.0,0.0007985646324108015,Inflammation_Response,continuous
4152,-1.7865767,4.328548,0.4,0.09768407,0.1111766,1.0,2.0,2.181174698627115e-07,Inflammation_Response,continuous
4153,-6.5976925,-0.29762688,0.82,0.01154518,0.031327747,0.125,9.0,3.363092369963699e-08,n_counts,continuous
4154,-3.690745,-1.1140758,0.43,0.063613065,0.08207076,1.0,2.0,2.380456639014257e-10,cell_type,categorical
4155,12.168741,-5.1583333,0.15,0.306167,0.21285462,1.0,1.0,2.044887447675788e-05,cell_type,categorical
4156,-0.59908825,0.69532335,0.29,0.12521425,0.13222939,1.0,1.0,1.161893931149376e-05,cell_type,categorical
4157,3.584286,-4.858451,0.19,0.182825,0.13264467,1.0,2.0,1.1179877618134734e-06,cell_type,categorical
4158,0.2358072,-1.1486632,0.27,0.1286914,0.13944453,1.0,1.0,0.0003408518147185455,cell_type,categorical
4159,2.2555878,5.1262913,0.2,0.16256092,0.15329042,1.0,2.0,1.8735730225734118e-08,cell_type,categorical
4160,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4161,-4.72778,2.48505,0.61,0.05275296,0.09551665,0.3333333333333333,4.0,0.0008377293695513289,DNA_Repair,continuous
4162,-5.1861444,0.07570076,0.58,0.040814932,0.08257094,1.0,1.0,0.025400627525590764,cell_type,categorical
4163,2.2460752,5.8000574,0.2,0.1569041,0.16829585,0.5,3.0,9.076701353617652e-08,cell_type,categorical
4164,1.7780383,3.5821404,0.25,0.15727875,0.14703347,1.0,2.0,9.448106419391266e-09,Inflammation_Response,continuous
4165,5.338448,-6.62581,0.27,0.20471977,0.1990963,1.0,2.0,8.100767773881325e-08,cell_type,categorical
4166,10.320596,-8.002745,0.15,0.28195328,0.23663616,1.0,1.0,8.825353457741192e-09,cell_type,categorical
4167,1.0533769,0.8266708,0.18,0.13429497,0.11535132,1.0,2.0,4.552187889801809e-06,cell_type,categorical
4168,-2.826446,0.65599066,0.49,0.08194873,0.11946058,0.5,2.0,0.017293326024977587,Oxidative_Phosphorylation,continuous
4169,-5.2605124,-0.044291317,0.66,0.042393748,0.076913156,0.16666666666666666,7.0,8.776982717366819e-08,cell_type,categorical
4170,-3.522062,-2.2526557,0.42,0.061937448,0.07072261,1.0,1.0,0.00012413222170442185,cell_type,categorical
4171,-5.7702937,-0.7934272,0.71,0.02983709,0.06899517,1.0,2.0,0.0014282451938251648,pct_ribo,continuous
4172,12.908819,2.9707909,0.02,0.33513424,0.20852634,0.3333333333333333,4.0,2.7547871937837918e-08,cell_type,categorical
4173,-4.8598475,0.39157504,0.57,0.042464,0.070175074,1.0,1.0,0.040662476467728643,Hypoxia,continuous
4174,3.7541866,0.6951376,0.12,0.20505348,0.18919083,1.0,2.0,1.0500537512969228e-08,cell_type,categorical
4175,-3.3786192,3.621107,0.54,0.08191848,0.12988612,1.0,2.0,7.296013259883729e-08,cell_type,categorical
4176,4.0508175,-0.38755232,0.15,0.19525498,0.14656112,1.0,1.0,9.604043232538278e-06,cell_type,categorical
4177,4.770819,2.4185138,0.08,0.19718286,0.14449085,1.0,1.0,6.310942105860706e-06,cell_type,categorical
4178,1.9102104,0.23398858,0.19,0.15743741,0.12925681,1.0,1.0,0.0022267365012654597,cell_type,categorical
4179,-2.1463382,2.096536,0.37,0.09759882,0.11394376,0.3333333333333333,4.0,6.36968521381466e-05,cell_type,categorical
4180,-3.1444197,-2.0416348,0.47,0.06592711,0.09202784,0.0,,,None,
4181,-3.19686,0.5835872,0.46,0.06741669,0.08979699,1.0,2.0,0.013967802303507179,cell_type,categorical
4182,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4183,-3.81832,-1.7952559,0.56,0.06364205,0.09701706,0.3333333333333333,4.0,4.288339459985931e-07,cell_type,categorical
4184,-0.7174675,6.800221,0.54,0.115117915,0.16507106,0.5,3.0,1.240213783499105e-07,Inflammation_Response,continuous
4185,-5.595427,0.30357763,0.71,0.026838182,0.055308502,0.25,5.0,0.0002975098274538164,G2M_score,continuous
4186,4.2354445,0.8676242,0.26,0.206066,0.22192262,0.3333333333333333,4.0,6.601069904192116e-05,cell_type,categorical
4187,3.4387279,2.348688,0.16,0.17461573,0.1307388,1.0,2.0,9.056431497995881e-07,pct_ribo,continuous
4188,3.531317,-1.7369314,0.12,0.17782791,0.13026638,0.5,4.0,0.0002548937945529989,Inflammation_Response,continuous
4189,-2.945135,-0.6569644,0.43,0.08595875,0.111377366,1.0,2.0,1.2571274659648942e-08,pct_ribo,continuous
4190,6.0271473,-2.262665,0.19,0.23291163,0.19978143,1.0,2.0,2.547015407430018e-09,cell_type,categorical
4191,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4192,5.9936657,-5.839388,0.3,0.21937145,0.2114489,1.0,2.0,3.01541612708346e-11,cell_type,categorical
4193,-3.0207345,-2.2097695,0.62,0.0708233,0.12910736,0.0,,,None,
4194,-3.2638085,-0.5911318,0.49,0.06719483,0.090850174,1.0,2.0,1.1096309078665885e-05,cell_type,categorical
4195,-1.4101675,-0.22572766,0.37,0.10788421,0.14478312,0.5,3.0,0.006440308450608227,Inflammation_Response,continuous
4196,6.845958,3.0078752,0.13,0.23403378,0.16875368,1.0,2.0,4.245106857584677e-09,cell_type,categorical
4197,-4.04682,-1.7588695,0.54,0.052817956,0.075975254,0.0,,,None,
4198,-3.7892623,1.9234724,0.42,0.064032406,0.08270717,0.0,,,None,
4199,2.8857963,0.87408644,0.11,0.16315223,0.11721342,1.0,1.0,0.006904667071324248,cell_type,categorical
4200,10.95257,2.2936296,0.1,0.3001428,0.19725166,1.0,2.0,0.00011466611213625459,pct_ribo,continuous
4201,1.7191014,4.8428364,0.35,0.15028268,0.15316835,0.5,3.0,4.452822868193192e-09,cell_type,categorical
4202,7.2396703,0.6559603,0.08,0.25048393,0.15513852,1.0,2.0,1.1833106122287715e-08,cell_type,categorical
4203,-5.188459,0.706653,0.68,0.045766387,0.084328726,0.2,6.0,8.250430908586165e-07,Oxidative_Phosphorylation,continuous
4204,0.05462,-0.8113566,0.26,0.13116069,0.12172651,1.0,2.0,3.969493309422328e-06,cell_type,categorical
4205,-5.1283326,-1.9796286,0.73,0.033239435,0.075351,0.2,6.0,1.4652684995895827e-06,pct_mito,continuous
4206,3.2270384,3.5737784,0.27,0.17572065,0.16539554,1.0,2.0,0.0005709629794660609,pct_ribo,continuous
4207,-0.24985848,1.3096658,0.3,0.11222846,0.10381864,1.0,1.0,0.0008638695046025257,cell_type,categorical
4208,2.0992937,4.7558713,0.34,0.15394033,0.14619169,0.5,3.0,3.702514658038506e-09,cell_type,categorical
4209,-5.761394,-0.048309263,0.84,0.02865516,0.08966418,0.14285714285714285,8.0,0.00021498241413059604,Apoptosis,continuous
4210,-0.8522871,-2.092516,0.29,0.10627317,0.10039891,1.0,2.0,2.092506931828324e-07,cell_type,categorical
4211,-0.46320945,1.9802427,0.26,0.113572836,0.10997427,1.0,2.0,3.09128269814311e-07,cell_type,categorical
4212,-0.6461021,1.2686393,0.37,0.10717589,0.1153583,1.0,2.0,3.24976659336184e-09,cell_type,categorical
4213,-1.3617775,1.3092585,0.62,0.094088785,0.15925846,0.5,3.0,0.0011003820284885754,cell_type,categorical
4214,5.3935747,3.310656,0.13,0.21711338,0.13740359,1.0,2.0,7.251043060425868e-05,pct_ribo,continuous
4215,-6.65953,-0.7774823,0.88,0.0101696635,0.036131725,0.3333333333333333,5.0,0.00014450980440879508,pct_mito,continuous
4216,3.9015257,-4.527043,0.2,0.18230514,0.15424213,1.0,1.0,3.0355875213706143e-09,cell_type,categorical
4217,-6.536268,-0.32557172,0.84,0.013021804,0.03859053,0.125,9.0,3.837943904826734e-07,n_counts,continuous
4218,-6.1066093,0.38262537,0.79,0.024679454,0.07630533,0.125,8.0,6.337681539196251e-09,Oxidative_Phosphorylation,continuous
4219,15.388477,-1.768571,0.17,0.35737178,0.34925246,1.0,1.0,2.026440776153185e-10,cell_type,categorical
4220,-2.3134475,-0.1431644,0.53,0.0830414,0.12970513,0.5,3.0,6.327761954262022e-05,cell_type,categorical
4221,-3.1368978,0.013358536,0.31,0.07010882,0.075690046,1.0,2.0,0.006740778357071972,cell_type,categorical
4222,-1.70548,-2.51144,0.42,0.09125991,0.102665275,1.0,2.0,6.316713916355622e-07,cell_type,categorical
4223,5.5213933,9.73186,0.15,0.2171165,0.21406876,0.3333333333333333,4.0,2.379873365553237e-08,pct_ribo,continuous
4224,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4225,-5.5059395,-0.77315557,0.74,0.029376155,0.06475727,0.125,9.0,7.907496650375122e-07,cell_type,categorical
4226,-3.1123078,-0.3667454,0.4,0.07792713,0.10016354,0.5,3.0,4.565550366139735e-05,cell_type,categorical
4227,0.6252272,3.4823909,0.32,0.13831984,0.1420746,1.0,2.0,4.158422610833414e-05,cell_type,categorical
4228,5.1455956,5.0891232,0.12,0.21800739,0.14597136,1.0,2.0,1.0846949108077127e-07,cell_type,categorical
4229,-1.4004555,-2.8349814,0.38,0.0979248,0.11169027,1.0,2.0,2.8518066106356467e-08,cell_type,categorical
4230,-2.1500664,1.4147465,0.49,0.09441869,0.14842965,0.0,,,None,
4231,-6.370139,1.1475245,0.82,0.016043754,0.041384835,0.1111111111111111,9.0,5.2231053726838396e-05,n_genes,continuous
4232,-1.0360726,-1.9586296,0.39,0.09854064,0.12912214,0.5,3.0,4.820883136770385e-05,cell_type,categorical
4233,2.2737374,0.5208111,0.08,0.16344872,0.11826423,1.0,1.0,0.009675775864923367,cell_type,categorical
4234,-0.35846692,0.36111987,0.24,0.12106595,0.12735343,1.0,1.0,0.022857769162395687,cell_type,categorical
4235,-1.9244218,-1.026763,0.53,0.09386286,0.1324191,1.0,1.0,0.009165349260704331,cell_type,categorical
4236,-0.86538416,1.6343309,0.31,0.11436749,0.11483431,1.0,2.0,0.015229211584892953,Inflammation_Response,continuous
4237,1.9943439,-3.9372962,0.26,0.15246503,0.13815105,1.0,2.0,9.822736151255326e-08,cell_type,categorical
4238,-3.8693745,-0.54900295,0.56,0.06976524,0.111854956,0.5,3.0,2.0166912153433957e-06,pct_ribo,continuous
4239,6.605096,-7.645078,0.37,0.2276362,0.24792501,1.0,2.0,2.1365512153575232e-11,cell_type,categorical
4240,-2.9752772,-3.056242,0.5,0.06771459,0.102422714,1.0,1.0,1.5270187625899034e-05,cell_type,categorical
4241,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4242,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4243,-4.55216,2.885485,0.61,0.050792843,0.08287552,0.3333333333333333,4.0,0.0011784785894367981,pct_ribo,continuous
4244,-5.0815444,-0.5086556,0.64,0.03421018,0.061013345,0.14285714285714285,8.0,0.00020350166774610196,Hypoxia,continuous
4245,-4.3177376,2.677502,0.64,0.057056166,0.09652876,0.0,,,None,
4246,2.5912328,3.7761126,0.3,0.17215613,0.15829718,1.0,2.0,6.296963468550814e-07,Inflammation_Response,continuous
4247,5.3470263,-3.0810065,0.12,0.20096892,0.16649576,1.0,2.0,1.5903364971388468e-09,cell_type,categorical
4248,-2.1242528,2.2709742,0.33,0.09061374,0.10250354,1.0,1.0,0.04641077982681709,pct_ribo,continuous
4249,-4.4292855,0.74380344,0.72,0.06408655,0.13025635,0.14285714285714285,8.0,6.084847039653264e-09,cell_type,categorical
4250,-5.939307,-0.618249,0.77,0.024061115,0.06283968,0.125,9.0,9.924664428368079e-08,Apoptosis,continuous
4251,1.8147596,3.934724,0.2,0.16680956,0.14059417,1.0,2.0,8.408854047116085e-07,cell_type,categorical
4252,1.5052621,-4.615332,0.42,0.13958615,0.15336214,1.0,2.0,1.545340218254763e-07,cell_type,categorical
4253,-3.5983326,2.6253664,0.52,0.0628107,0.09440972,0.2,6.0,3.0499546822808442e-09,Inflammation_Response,continuous
4254,-0.6277721,5.3362246,0.41,0.121899456,0.1536802,1.0,2.0,8.320884188899418e-05,cell_type,categorical
4255,-2.9020238,-1.4678184,0.41,0.08210721,0.09824723,0.25,5.0,6.433973477364431e-08,cell_type,categorical
4256,-3.7145824,-1.4333284,0.67,0.06598232,0.120049074,1.0,2.0,0.02999353259094642,cell_type,categorical
4257,8.004332,-2.1499774,0.06,0.25042012,0.1505212,0.0,,,None,
4258,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4259,-1.9564284,2.1314442,0.43,0.098518975,0.11345175,0.5,3.0,8.609660313833026e-06,cell_type,categorical
4260,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4261,3.2627316,-0.83259076,0.12,0.17498091,0.12863792,0.0,,,None,
4262,-4.2339306,2.6329005,0.55,0.054453462,0.09383668,1.0,1.0,0.007530647460351831,pct_mito,continuous
4263,-1.2132411,-3.6139941,0.42,0.09951644,0.113928184,1.0,1.0,0.0004935652823036791,cell_type,categorical
4264,-3.5787323,-2.0808756,0.44,0.060188994,0.08033714,1.0,2.0,2.0546398230967597e-05,cell_type,categorical
4265,2.0631325,-2.3615508,0.3,0.15909418,0.1555715,1.0,2.0,2.429782992864088e-07,cell_type,categorical
4266,2.4483535,-3.5469518,0.1,0.1638134,0.112129234,1.0,2.0,5.068935094698459e-05,cell_type,categorical
4267,-5.0623794,0.7868341,0.67,0.04710405,0.09159703,0.3333333333333333,4.0,1.1872682070387425e-05,Oxidative_Phosphorylation,continuous
4268,-3.6697342,-0.0022705647,0.52,0.05969443,0.084912814,1.0,2.0,0.004180672498647622,cell_type,categorical
4269,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4270,-2.0558434,2.091628,0.4,0.091294214,0.10121718,1.0,2.0,5.703616424374429e-05,Inflammation_Response,continuous
4271,-6.979683,-0.44488892,0.93,0.0060042385,0.026445134,0.125,9.0,2.8170683439386667e-26,n_counts,continuous
4272,5.28758,-1.1407951,0.05,0.21049123,0.10464801,1.0,2.0,0.001339182275200625,cell_type,categorical
4273,7.818765,-1.2604493,0.04,0.2791383,0.22203845,0.3333333333333333,4.0,2.4371043572992948e-09,cell_type,categorical
4274,1.6242576,-4.13083,0.28,0.1509136,0.15777497,1.0,2.0,1.94796362354423e-05,cell_type,categorical
4275,-1.4843711,-0.8516856,0.37,0.10250731,0.12277817,0.0,,,None,
4276,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4277,4.539368,5.5825863,0.17,0.20880747,0.16491772,1.0,1.0,9.674089925507441e-08,cell_type,categorical
4278,-1.9277751,1.6076941,0.33,0.091289386,0.090616815,1.0,2.0,0.0012230700177898375,Inflammation_Response,continuous
4279,0.6500741,-3.63386,0.32,0.1289623,0.14394397,1.0,2.0,2.2064879770246833e-06,cell_type,categorical
4280,7.627028,2.3159328,0.09,0.2469787,0.166118,1.0,1.0,2.4764173590808854e-08,cell_type,categorical
4281,-3.1432633,-0.60852116,0.44,0.0712721,0.090711094,1.0,1.0,1.4780985353874028e-06,cell_type,categorical
4282,4.6094475,-0.62695146,0.17,0.2179295,0.1730829,1.0,2.0,1.9939682083792934e-10,cell_type,categorical
4283,-2.5724475,0.80592245,0.47,0.081743844,0.1220594,1.0,2.0,0.00012814240386809422,cell_type,categorical
4284,2.762075,-0.015236435,0.37,0.16083,0.16771603,1.0,2.0,7.36646884437119e-11,cell_type,categorical
4285,8.387751,0.93877846,0.1,0.27050516,0.16840462,0.5,3.0,0.002420488357482258,pct_ribo,continuous
4286,4.547195,-7.5763316,0.31,0.19060822,0.17331599,0.5,3.0,9.058353351595665e-13,cell_type,categorical
4287,-2.7131605,0.0044557624,0.41,0.081182726,0.107408784,0.0,,,None,
4288,-2.1071467,-1.2046545,0.4,0.09109896,0.104519956,0.5,3.0,1.7467147441476412e-07,cell_type,categorical
4289,-6.739167,-0.7836622,0.92,0.011567564,0.050757296,0.2,6.0,6.599765855539754e-05,pct_mito,continuous
4290,-3.8782642,-0.01693719,0.49,0.05639071,0.07234386,0.5,3.0,1.1517855576896584e-05,cell_type,categorical
4291,0.5757012,-2.8547144,0.42,0.13634357,0.16386636,1.0,1.0,0.000655006947803735,cell_type,categorical
4292,15.109905,-10.141928,0.13,0.35414338,0.27183163,0.3333333333333333,4.0,8.958474245472246e-13,cell_type,categorical
4293,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4294,-0.40088272,0.3572955,0.26,0.11563369,0.10433344,1.0,2.0,5.1825115186476886e-05,cell_type,categorical
4295,-5.6216297,-1.2584537,0.82,0.031911027,0.09252955,0.125,9.0,8.845064149216058e-07,G2M_score,continuous
4296,10.586514,-1.9627005,0.06,0.28828862,0.17895092,1.0,1.0,0.0009001012471695902,cell_type,categorical
4297,7.7309556,-0.2706148,0.16,0.26194945,0.18678685,1.0,1.0,1.3118110205695655e-07,cell_type,categorical
4298,-3.4476573,-0.8399732,0.5,0.07343553,0.10395426,1.0,2.0,0.0020994789482244106,cell_type,categorical
4299,-0.7591802,-2.624817,0.38,0.10798671,0.12098135,1.0,1.0,3.9918184645057735e-07,cell_type,categorical
4300,-5.907561,-1.0149727,0.8,0.022825472,0.07040054,0.1111111111111111,10.0,3.723924153932548e-09,Apoptosis,continuous
4301,-5.7517185,0.6937758,0.8,0.03209129,0.08669909,0.5,3.0,8.31427100556839e-05,cell_type,categorical
4302,-7.0170703,-0.5608435,0.96,0.0039430903,0.026872693,0.1111111111111111,10.0,8.048449385438153e-18,Apoptosis,continuous
4303,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4304,-2.9580076,-0.033234056,0.5,0.07110818,0.09412288,0.25,5.0,0.000299864897904735,Hypoxia,continuous
4305,1.871406,1.1696391,0.19,0.16294669,0.1564528,0.0,,,None,
4306,-7.2667866,-0.3844856,0.99,3.230579e-05,0.00032143886,0.5,2.0,1.0164225001352235e-08,pct_mito,continuous
4307,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4308,0.1862714,-4.303319,0.34,0.125522,0.15714441,1.0,2.0,3.39382201199116e-09,cell_type,categorical
4309,0.10923531,-0.15332691,0.21,0.13020323,0.122477666,1.0,2.0,4.263495484056749e-06,cell_type,categorical
4310,-3.5709496,-1.2607818,0.46,0.063988656,0.08339477,1.0,2.0,1.4293475295084283e-09,cell_type,categorical
4311,-4.655739,-1.6830288,0.51,0.045251388,0.062110562,0.5,3.0,0.0003042294071791673,cell_type,categorical
4312,-0.54104435,-0.31145042,0.21,0.12257245,0.10871454,1.0,2.0,1.7870874348663849e-06,cell_type,categorical
4313,10.0947275,-4.259176,0.07,0.29161322,0.19652387,0.5,3.0,5.912984539680945e-06,cell_type,categorical
4314,-0.40795225,-0.152636,0.34,0.11583329,0.14808248,1.0,1.0,0.011881513944997292,cell_type,categorical
4315,7.609795,-1.9148313,0.11,0.23800638,0.1762871,0.5,3.0,1.592643853140748e-06,cell_type,categorical
4316,1.7191023,1.7378079,0.28,0.14429885,0.13718589,1.0,2.0,6.781422708077143e-10,cell_type,categorical
4317,-1.6104988,3.4148188,0.38,0.10642236,0.12687093,1.0,2.0,3.9464241819686173e-08,cell_type,categorical
4318,-1.541822,3.6664195,0.55,0.12169487,0.18766156,0.25,5.0,0.00016726507125459648,cell_type,categorical
4319,-2.1165118,-1.0104027,0.48,0.094056025,0.13705884,1.0,2.0,0.0003886050790508263,cell_type,categorical
4320,-1.375253,-2.0848374,0.36,0.09592264,0.10157856,0.5,3.0,2.651200243095642e-05,cell_type,categorical
4321,-3.8760169,2.5031302,0.61,0.07056578,0.11582472,0.3333333333333333,4.0,7.819419786118855e-05,cell_type,categorical
4322,6.2453914,0.26813558,0.14,0.22515067,0.14971794,0.0,,,None,
4323,-2.9857926,-1.4877155,0.45,0.075931996,0.11954745,0.5,3.0,0.0002808025122380304,pct_ribo,continuous
4324,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4325,-6.8261833,-0.08244381,0.94,0.011111025,0.04646329,0.1,11.0,1.0939446959209356e-23,Oxidative_Phosphorylation,continuous
4326,1.2764052,-3.2770712,0.49,0.14275923,0.20796907,0.25,5.0,7.461954137396311e-10,Inflammation_Response,continuous
4327,-2.668328,1.3145301,0.41,0.07643785,0.08681981,1.0,2.0,2.5384148665284167e-10,cell_type,categorical
4328,-2.6236253,3.1227963,0.53,0.08673981,0.1372137,0.5,3.0,3.3194306568934022e-06,cell_type,categorical
4329,12.342312,10.262295,0.1,0.3464958,0.24162464,1.0,2.0,4.233868071152074e-11,cell_type,categorical
4330,2.755683,-1.2908429,0.27,0.17712264,0.1600428,1.0,2.0,1.4788438763305589e-08,Inflammation_Response,continuous
4331,-6.816358,-0.27874362,0.93,0.009808559,0.042677652,0.1111111111111111,11.0,7.733704608268286e-24,S_score,continuous
4332,3.9642043,-4.6502423,0.22,0.18385532,0.18269306,1.0,2.0,4.1220087681045224e-07,cell_type,categorical
4333,-1.2614255,-2.875658,0.45,0.10763542,0.131266,0.5,3.0,2.982788136161706e-08,Inflammation_Response,continuous
4334,0.75526386,5.831097,0.33,0.13507691,0.15156609,1.0,2.0,6.429946860689572e-10,pct_ribo,continuous
4335,-3.3773215,0.1417905,0.52,0.0780988,0.11789261,0.5,3.0,0.002432656677829352,cell_type,categorical
4336,9.448558,0.35298532,0.04,0.27429578,0.14868632,1.0,1.0,0.00778515459762273,cell_type,categorical
4337,7.1375556,-5.942284,0.12,0.23599702,0.16735582,1.0,2.0,2.797211120310515e-05,cell_type,categorical
4338,-7.268975,-0.3828045,1.0,0.0,0.0,0.0,,,None,
4339,0.059730515,6.806918,0.32,0.1303218,0.14960876,1.0,2.0,1.2466032095913687e-05,pct_ribo,continuous
4340,8.178946,4.1848044,0.19,0.25389278,0.21268107,0.5,3.0,6.465432465845802e-11,cell_type,categorical
4341,-0.9517903,-2.511859,0.53,0.11515561,0.18827702,0.3333333333333333,4.0,1.264425283423249e-06,cell_type,categorical
4342,2.5959396,-2.0142894,0.15,0.16757686,0.11974226,0.0,,,None,
4343,-2.588503,0.1039433,0.46,0.08485796,0.11180396,0.5,3.0,8.994978826552644e-06,cell_type,categorical
4344,15.391947,4.015184,0.06,0.37300187,0.2077017,0.5,3.0,5.792737375803709e-06,cell_type,categorical
4345,0.32230267,-2.1989546,0.19,0.12677099,0.107189074,1.0,2.0,0.00407403108773822,cell_type,categorical
4346,-0.50339323,-1.9617916,0.23,0.110746376,0.10467861,1.0,1.0,0.0003946498393960052,cell_type,categorical
4347,1.3147106,2.076611,0.29,0.14441144,0.12651521,1.0,2.0,1.786026413901624e-08,cell_type,categorical
4348,12.168239,0.6739981,0.26,0.31488693,0.30922648,0.5,3.0,5.159661511087721e-08,Inflammation_Response,continuous
4349,3.0055575,2.4252372,0.3,0.16366354,0.16643117,0.5,3.0,6.58481828355625e-09,cell_type,categorical
4350,-6.5040436,-0.21448974,0.85,0.019146282,0.05300558,0.16666666666666666,7.0,1.3266411635869924e-07,DNA_Repair,continuous
4351,-3.7342062,-2.2538733,0.63,0.0589367,0.10021015,0.5,3.0,8.711619808844286e-05,cell_type,categorical
4352,1.6089741,-5.5405207,0.34,0.14252585,0.13607833,1.0,1.0,1.3281589698368202e-06,cell_type,categorical
4353,-6.3719077,-0.21294014,0.81,0.02111953,0.06911872,0.125,9.0,5.64227301199706e-07,cell_type,categorical
4354,-1.5293654,-0.8916491,0.41,0.10640468,0.1383229,1.0,1.0,1.691813992936745e-08,cell_type,categorical
4355,-4.5987234,-1.0791352,0.72,0.047216788,0.10642789,0.125,9.0,3.4666247155493747e-07,cell_type,categorical
4356,-3.3179464,1.2148155,0.42,0.06639029,0.081240326,0.5,3.0,2.4208908814709014e-05,Inflammation_Response,continuous
4357,5.3693995,2.1022851,0.18,0.22352166,0.17542703,0.5,3.0,0.0003217937005855256,cell_type,categorical
4358,-6.048991,-0.8656251,0.77,0.02208733,0.054412678,0.125,9.0,1.3248013762807516e-05,Apoptosis,continuous
4359,7.0639887,4.4947834,0.09,0.23948258,0.16341119,0.5,3.0,2.3562410338072913e-07,pct_ribo,continuous
4360,-1.89058,0.39427963,0.58,0.09620377,0.1619431,0.3333333333333333,3.0,0.003064247451281544,pct_ribo,continuous
4361,-6.2537045,-0.05099755,0.8,0.023140464,0.055397473,0.25,5.0,1.2841214062936758e-08,cell_type,categorical
4362,-7.2045207,-0.23419903,0.99,0.0013203626,0.013137442,0.1111111111111111,10.0,1.2673057777842008e-27,n_genes,continuous
4363,16.78109,5.573082,0.06,0.41370255,0.21203285,1.0,2.0,0.01904777047084353,cell_type,categorical
4364,-3.1286132,-1.4964588,0.59,0.077585265,0.119665675,0.3333333333333333,4.0,3.481558582431035e-09,cell_type,categorical
4365,-4.589238,-1.546771,0.57,0.046222676,0.07657441,0.25,5.0,4.323825882847065e-06,cell_type,categorical
4366,11.148583,1.2626188,0.09,0.31572673,0.19648829,1.0,2.0,2.1998988070710617e-05,cell_type,categorical
4367,3.2744834,-2.1567848,0.14,0.18781619,0.14957525,0.5,3.0,6.492468437705719e-05,cell_type,categorical
4368,7.3541493,-4.9118347,0.12,0.24663864,0.17926998,0.5,3.0,1.946131150544336e-05,cell_type,categorical
