,feature,variable,type,effect_size,pval,padj,abs_effect_size
31541,F4263,assay,categorical,0.0021816118185007016,1.9453525427236035e-24,5.7754347848074956e-24,0.0021816118185007016
31104,F2920,assay,categorical,0.0021810745258399795,1.9717157246013305e-24,5.853332031383467e-24,0.0021810745258399795
30312,F531,assay,categorical,0.0021794828845606343,2.0519276621286214e-24,6.089524716936352e-24,0.0021794828845606343
46654,F9577,phase,categorical,0.0021782484795860226,2.1163762919496254e-24,6.278801794813775e-24,0.0021782484795860226
30456,F991,assay,categorical,0.0021744639794386966,2.3268571726026764e-24,6.90106614744575e-24,0.0021744639794386966
46740,F9887,phase,categorical,0.002174334099689046,2.3344408043951385e-24,6.923119859766463e-24,0.002174334099689046
30925,F2344,assay,categorical,0.002174193172646359,2.3426974443685684e-24,6.947166557790935e-24,0.002174193172646359
42561,F7310,tissue_general,categorical,0.0021737201562082816,4.604536213467634e-06,8.55866365537752e-06,0.0021737201562082816
30821,F2021,assay,categorical,0.002171933043268833,2.479175161831782e-24,7.350025185665988e-24,0.002171933043268833
30896,F2272,assay,categorical,0.0021545743416552642,3.829783107822455e-24,1.1324097516392513e-23,0.0021545743416552642
40300,F377,tissue_general,categorical,0.0021544382733289275,6.037362016339761e-06,1.1152048568665116e-05,0.0021544382733289275
30495,F1106,assay,categorical,0.0021538258493754474,3.902275133804174e-24,1.1537717786644122e-23,0.0021538258493754474
43302,F9564,tissue_general,categorical,0.002153373244808294,6.128064549050957e-06,1.1314686896049653e-05,0.002153373244808294
30171,F122,assay,categorical,0.002152601149587821,4.02385932272971e-24,1.189570067328836e-23,0.002152601149587821
43089,F8854,tissue_general,categorical,0.0021478056498967796,6.624283540537288e-06,1.2210209528965501e-05,0.0021478056498967796
30373,F703,assay,categorical,0.002147123842019045,4.61568805981192e-24,1.363242159669214e-23,0.002147123842019045
30551,F1255,assay,categorical,0.002147101253329962,4.618300809457755e-24,1.36392789074982e-23,0.002147101253329962
32637,F7670,assay,categorical,0.002145909473637382,4.758267539448704e-24,1.404998841558773e-23,0.002145909473637382
40549,F1133,tissue_general,categorical,0.0021443472139294445,6.95201873035833e-06,1.2799207428781792e-05,0.0021443472139294445
32332,F6740,assay,categorical,0.0021442699541730165,4.957776101959447e-24,1.4638165760695634e-23,0.0021442699541730165
32665,F7751,assay,categorical,0.0021416430174480325,5.2950254233165514e-24,1.5628010304243647e-23,0.0021416430174480325
46106,F7898,phase,categorical,0.0021398371613900085,5.54007656647522e-24,1.6346120409406175e-23,0.0021398371613900085
41834,F5026,tissue_general,categorical,0.002136368870783932,7.769516478897944e-06,1.4271211552586583e-05,0.002136368870783932
45503,F6025,phase,categorical,0.0021344873437457554,6.3346348271868814e-24,1.8674025384899592e-23,0.0021344873437457554
45405,F5727,phase,categorical,0.002133920496039239,6.42523250636233e-24,1.8938718276834057e-23,0.002133920496039239
45728,F6747,phase,categorical,0.002131785089043023,6.778317324526174e-24,1.9974430380685956e-23,0.002131785089043023
43561,F114,phase,categorical,0.0021308794067944952,6.933868929731132e-24,2.0431527281973823e-23,0.0021308794067944952
45573,F6258,phase,categorical,0.0021295422086822753,7.170083154699802e-24,2.1122251123567915e-23,0.0021295422086822753
45217,F5174,phase,categorical,0.002129281531324453,7.217060240453105e-24,2.1256632373414474e-23,0.002129281531324453
44349,F2463,phase,categorical,0.002128005148092647,7.451560192089916e-24,2.1941797293858433e-23,0.002128005148092647
43763,F699,phase,categorical,0.0021254773483268953,7.938698241843149e-24,2.3365944363684274e-23,0.0021254773483268953
45344,F5554,phase,categorical,0.002125004441076373,8.033308514793917e-24,2.3641441370340964e-23,0.002125004441076373
33125,F9086,assay,categorical,0.002124622900235425,8.11046108673125e-24,2.386549890497e-23,0.002124622900235425
46302,F8471,phase,categorical,0.0021235001054449114,8.341830290902822e-24,2.4541694036856456e-23,0.0021235001054449114
31061,F2796,assay,categorical,0.002123464743363634,8.34922342693651e-24,2.456190299801469e-23,0.002123464743363634
33428,F10122,assay,categorical,0.0021225588813236634,8.540861682277519e-24,2.511778571788881e-23,0.0021225588813236634
41630,F4413,tissue_general,categorical,0.002121801538665234,9.510373267530294e-06,1.7387768295653935e-05,0.002121801538665234
44651,F3389,phase,categorical,0.0021188071185023146,9.382532007332319e-24,2.7577477911060416e-23,0.0021188071185023146
30476,F1049,assay,categorical,0.0021169907459344696,9.819327366331355e-24,2.884865941548723e-23,0.0021169907459344696
32124,F6078,assay,categorical,0.002114987049711793,1.0324794516526408e-23,3.032229126432492e-23,0.002114987049711793
46377,F8674,phase,categorical,0.0021127044652085114,1.0932393906763898e-23,3.2090629208281405e-23,0.0021127044652085114
32539,F7370,assay,categorical,0.0021116057098303164,1.1237491844417793e-23,3.298000862385266e-23,0.0021116057098303164
31402,F3842,assay,categorical,0.0021085468380869212,1.2132460810255926e-23,3.5588754183510595e-23,0.0021085468380869212
44100,F1732,phase,categorical,0.0021082776936551992,1.2214539384948784e-23,3.5825035357694724e-23,0.0021082776936551992
30366,F687,assay,categorical,0.0021082355547527055,1.2227440287169481e-23,3.586062952948366e-23,0.0021082355547527055
46596,F9385,phase,categorical,0.002107973884165087,1.2307856781074172e-23,3.609195839855534e-23,0.002107973884165087
41450,F3851,tissue_general,categorical,0.0021057996449234274,1.1860800614049698e-05,2.157898716693465e-05,0.0021057996449234274
44643,F3364,phase,categorical,0.0021054076261631553,1.3125092509801682e-23,3.847159878177878e-23,0.0021054076261631553
41791,F4903,tissue_general,categorical,0.002104176065240473,1.212870220489646e-05,2.205783299374954e-05,0.002104176065240473
46602,F9398,phase,categorical,0.0021038390222465264,1.365111637421329e-23,4.000594764862607e-23,0.0021038390222465264
45350,F5568,phase,categorical,0.0021017328159952274,1.4390730011660464e-23,4.216027858657099e-23,0.0021017328159952274
30386,F749,assay,categorical,0.002100877282505638,1.4702482240005877e-23,4.3065538529780997e-23,0.002100877282505638
41387,F3657,tissue_general,categorical,0.0021001835868255775,1.2812773871778733e-05,2.3273022163069667e-05,0.0021001835868255775
30516,F1165,assay,categorical,0.0020998719885878,1.5077447354529746e-23,4.4152824715826454e-23,0.0020998719885878
43878,F1079,phase,categorical,0.0020987565955239763,1.5504679581283784e-23,4.538975337792352e-23,0.0020987565955239763
31363,F3729,assay,categorical,0.002097292845137558,1.6083765066596355e-23,4.708207820394107e-23,0.002097292845137558
40302,F383,tissue_general,categorical,0.0020971411561214763,1.3359121990042693e-05,2.424849033486741e-05,0.0020971411561214763
40709,F1590,tissue_general,categorical,0.002096870546439632,1.3408800127665239e-05,2.433677752503098e-05,0.002096870546439632
32760,F8033,assay,categorical,0.0020946595658964825,1.7180528475446155e-23,5.0276938921215715e-23,0.0020946595658964825
45927,F7360,phase,categorical,0.0020929584186591445,1.7928507339114563e-23,5.246254189030951e-23,0.0020929584186591445
41334,F3483,tissue_general,categorical,0.0020920351945563566,1.4327360560890003e-05,2.596474034217585e-05,0.0020920351945563566
32109,F6017,assay,categorical,0.0020900424631633023,1.9287154930742283e-23,5.641005403180783e-23,0.0020900424631633023
31510,F4151,assay,categorical,0.0020897406781929502,1.9433517817093563e-23,5.683458208790225e-23,0.0020897406781929502
43989,F1381,phase,categorical,0.0020889449815039876,1.982477004247969e-23,5.796435789602072e-23,0.0020889449815039876
31813,F5111,assay,categorical,0.0020875300961886276,2.0540040868210148e-23,6.004445525600262e-23,0.0020875300961886276
41527,F4077,tissue_general,categorical,0.002087287081303301,1.5288763311444867e-05,2.7663189111524562e-05,0.002087287081303301
31055,F2779,assay,categorical,0.002087189761653504,2.0715906666280864e-23,6.055478498671136e-23,0.002087189761653504
43957,F1303,phase,categorical,0.002086466000995158,2.1094927521731746e-23,6.165501295744905e-23,0.002086466000995158
40376,F587,tissue_general,categorical,0.002085343704137434,1.5700098819672133e-05,2.8391012032240438e-05,0.002085343704137434
30303,F500,assay,categorical,0.002084371458646542,2.2231327621372567e-23,6.495616433543043e-23,0.002084371458646542
31164,F3098,assay,categorical,0.0020798405471087332,2.4903410555313455e-23,7.27136771661778e-23,0.0020798405471087332
32963,F8615,assay,categorical,0.002078920291017179,2.548417629136715e-23,7.440014395072943e-23,0.002078920291017179
30589,F1359,assay,categorical,0.0020778378348832414,2.6184663040574017e-23,7.643090833464848e-23,0.0020778378348832414
31820,F5155,assay,categorical,0.002076223767850165,2.726508906563204e-23,7.95499069209029e-23,0.002076223767850165
32037,F5794,assay,categorical,0.002075593848440714,2.7698739114144157e-23,8.079502767802382e-23,0.002075593848440714
30381,F729,assay,categorical,0.0020749232914249356,2.8167946206437306e-23,8.214321997064203e-23,0.0020749232914249356
41530,F4086,tissue_general,categorical,0.0020744059399648435,1.8223716571527333e-05,3.285947463514634e-05,0.0020744059399648435
42897,F8307,tissue_general,categorical,0.002074053404916564,1.8311288367163256e-05,3.301229694779323e-05,0.002074053404916564
40607,F1299,tissue_general,categorical,0.0020731649956607376,1.8533792015594192e-05,3.339416849984359e-05,0.0020731649956607376
45353,F5583,phase,categorical,0.0020721211538968663,3.0216237865583344e-23,8.80342802856553e-23,0.0020721211538968663
42540,F7245,tissue_general,categorical,0.002071884994255988,1.8858995831632448e-05,3.396184311588582e-05,0.002071884994255988
33006,F8751,assay,categorical,0.0020705657439004,3.141680941603091e-23,9.149799247845165e-23,0.0020705657439004
32912,F8476,assay,categorical,0.002068501508427563,3.308410273305392e-23,9.631789213066482e-23,0.002068501508427563
44236,F2102,phase,categorical,0.002068279519572841,3.32685922926346e-23,9.684898192288485e-23,0.002068279519572841
31675,F4676,assay,categorical,0.002067940663279208,3.355219317545099e-23,9.766244789913301e-23,0.002067940663279208
31773,F4968,assay,categorical,0.0020658794541033093,3.533012826209666e-23,1.0279290949106111e-22,0.0020658794541033093
31649,F4615,assay,categorical,0.002062560525392435,3.8393030668160463e-23,1.1164897217260312e-22,0.002062560525392435
31917,F5442,assay,categorical,0.002059684998547838,4.1260609321864665e-23,1.1991364584166917e-22,0.002059684998547838
30560,F1284,assay,categorical,0.00205738716976619,4.3705285266492715e-23,1.2696337967220617e-22,0.00205738716976619
31496,F4111,assay,categorical,0.0020544231792727122,4.7073819735407814e-23,1.3666423528262838e-22,0.0020544231792727122
41061,F2665,tissue_general,categorical,0.002053047501557982,2.4336566019230267e-05,4.356490690701807e-05,0.002053047501557982
32682,F7815,assay,categorical,0.002052441982221632,4.94689829562513e-23,1.4359116727306236e-22,0.002052441982221632
41188,F3035,tissue_general,categorical,0.002052399683116131,2.4550091404636762e-05,4.3937070802525175e-05,0.002052399683116131
45545,F6161,phase,categorical,0.0020523493897580797,4.9583856121293566e-23,1.4391569162903413e-22,0.0020523493897580797
42913,F8359,tissue_general,categorical,0.0020503338558096945,2.52432174653806e-05,4.513619016698404e-05,0.0020503338558096945
46200,F8179,phase,categorical,0.0020482640253904963,5.492689418094653e-23,1.5932504387953005e-22,0.0020482640253904963
31943,F5522,assay,categorical,0.002046128095058563,5.794577695240702e-23,1.6797788714906436e-22,0.002046128095058563
30484,F1076,assay,categorical,0.002042017406335487,6.423056748883325e-23,1.8605865887995748e-22,0.002042017406335487
45479,F5961,phase,categorical,0.002038506850476088,7.01346716033019e-23,2.0296056846267622e-22,0.002038506850476088
45081,F4727,phase,categorical,0.002036264746010007,7.418640774622953e-23,2.1465925698384284e-22,0.002036264746010007
33058,F8899,assay,categorical,0.002036185304966191,7.433418263568096e-23,2.1507356842590356e-22,0.002036185304966191
31045,F2754,assay,categorical,0.002035586233645877,7.545808557166619e-23,2.182984438288568e-22,0.002035586233645877
44370,F2525,phase,categorical,0.0020318111168133937,8.294202900893376e-23,2.3972737150562637e-22,0.0020318111168133937
33232,F9484,assay,categorical,0.002029714749770036,8.741392460702379e-23,2.525434833691087e-22,0.002029714749770036
32646,F7702,assay,categorical,0.002028115593409125,9.098661197604334e-23,2.6280037444793585e-22,0.002028115593409125
46063,F7774,phase,categorical,0.0020276859945017804,9.197101981208993e-23,2.655782183731074e-22,0.0020276859945017804
40519,F1045,tissue_general,categorical,0.002026714942089255,3.4648227046141387e-05,6.153499917045845e-05,0.002026714942089255
30289,F464,assay,categorical,0.0020242646016941155,1.0020086749975957e-22,2.8900468041651163e-22,0.0020242646016941155
31345,F3664,assay,categorical,0.002024012489286079,1.0083565982670566e-22,2.908176868937575e-22,0.002024012489286079
41234,F3169,tissue_general,categorical,0.0020191353229546487,3.833003666379579e-05,6.79605643253683e-05,0.0020191353229546487
44245,F2145,phase,categorical,0.0020167107055218576,1.2107318932273063e-22,3.4875507189866216e-22,0.0020167107055218576
45746,F6804,phase,categorical,0.002013328250755948,1.3177847001052657e-22,3.794520485522424e-22,0.002013328250755948
44754,F3727,phase,categorical,0.0020102174118809832,1.424577300344079e-22,4.1002632620035414e-22,0.0020102174118809832
41031,F2553,tissue_general,categorical,0.0020093656388286314,4.36382668938055e-05,7.714172528178207e-05,0.0020093656388286314
42069,F5755,tissue_general,categorical,0.0020083542310958785,4.4226827901017205e-05,7.813206231631533e-05,0.0020083542310958785
44005,F1436,phase,categorical,0.00200449953534484,1.6439485172070436e-22,4.726730149584624e-22,0.00200449953534484
45949,F7426,phase,categorical,0.0020031455554357777,1.7006599945900976e-22,4.888889007447229e-22,0.0020031455554357777
43167,F9078,tissue_general,categorical,0.00200255935848458,4.7750090887377785e-05,8.423143549100552e-05,0.00200255935848458
31033,F2710,assay,categorical,0.0020023884240316,1.7332210222785843e-22,4.980964791921631e-22,0.0020023884240316
45898,F7268,phase,categorical,0.00200103331183302,1.7930628693522426e-22,5.150728860224202e-22,0.00200103331183302
32531,F7341,assay,categorical,0.0019989984403055387,1.8868257802794926e-22,5.41708305606152e-22,0.0019989984403055387
43269,F9446,tissue_general,categorical,0.0019980598203272193,5.067170715890818e-05,8.927210140771825e-05,0.0019980598203272193
40365,F550,tissue_general,categorical,0.001997105372603396,5.131331859154024e-05,9.036171878959592e-05,0.001997105372603396
31141,F3031,assay,categorical,0.0019967353806123714,1.9968726572075377e-22,5.7319747191274235e-22,0.0019967353806123714
32523,F7327,assay,categorical,0.001994994097396438,2.0858966411045562e-22,5.986049553777797e-22,0.001994994097396438
30137,F18,assay,categorical,0.001994660835371333,2.1033819662807122e-22,6.035489410683168e-22,0.001994660835371333
31724,F4844,assay,categorical,0.001992911807533552,2.1975803858204574e-22,6.304626505335811e-22,0.001992911807533552
45280,F5371,phase,categorical,0.001992849450553212,2.201015564817119e-22,6.314095204976314e-22,0.001992849450553212
45008,F4495,phase,categorical,0.0019911720717237825,2.2954629045863895e-22,6.581412849509007e-22,0.0019911720717237825
42453,F6952,tissue_general,categorical,0.001986793243903388,5.8766394994408315e-05,0.00010313383503736359,0.001986793243903388
44657,F3408,phase,categorical,0.0019850207858709977,2.677848753605256e-22,7.670728275926514e-22,0.0019850207858709977
32327,F6727,assay,categorical,0.0019832841525411634,2.796904601826027e-22,8.008828425486562e-22,0.0019832841525411634
30733,F1788,assay,categorical,0.001981938038388156,2.892817642694682e-22,8.279930907937538e-22,0.001981938038388156
44838,F3974,phase,categorical,0.001980373871253202,3.0084062177226436e-22,8.610247068272317e-22,0.001980373871253202
31172,F3122,assay,categorical,0.0019778752087139845,3.2027093552005835e-22,9.160761145844984e-22,0.0019778752087139845
46380,F8689,phase,categorical,0.0019772410615303024,3.2539878185493872e-22,9.306297945637126e-22,0.0019772410615303024
31037,F2731,assay,categorical,0.0019766898164361177,3.299229191624204e-22,9.433384412237522e-22,0.0019766898164361177
44898,F4146,phase,categorical,0.001974685446791225,3.469096854820413e-22,9.91484803531356e-22,0.001974685446791225
45310,F5449,phase,categorical,0.001971422902146215,3.764496979381683e-22,1.075387021072515e-21,0.001971422902146215
33236,F9491,assay,categorical,0.0019700088070451005,3.9002252472523027e-22,1.113752636707749e-21,0.0019700088070451005
40614,F1314,tissue_general,categorical,0.001968894204631476,7.425740771609906e-05,0.00012956829894162958,0.001968894204631476
30396,F777,assay,categorical,0.0019681044380244284,4.090775662938162e-22,1.1678106880640571e-21,0.0019681044380244284
46518,F9087,phase,categorical,0.001966943660293727,4.211460536825102e-22,1.2021166693993434e-21,0.001966943660293727
32996,F8710,assay,categorical,0.0019665561778150482,4.252534157383418e-22,1.2136928759963195e-21,0.0019665561778150482
45197,F5087,phase,categorical,0.001960758852578711,4.917128167859812e-22,1.402175771028321e-21,0.001960758852578711
32864,F8347,assay,categorical,0.001960465663262257,4.953370954028867e-22,1.4122530617837047e-21,0.001960465663262257
41145,F2916,tissue_general,categorical,0.0019528594471672953,9.142989660370916e-05,0.00015876934327241612,0.0019528594471672953
41024,F2534,tissue_general,categorical,0.0019523670829975095,9.201364024908669e-05,0.00015975342985350931,0.0019523670829975095
44559,F3105,phase,categorical,0.0019502907171506567,6.391219385193248e-22,1.8194305194216697e-21,0.0019502907171506567
42656,F7590,tissue_general,categorical,0.0019480082877914664,9.734067265175855e-05,0.00016873343226824064,0.0019480082877914664
31712,F4814,assay,categorical,0.0019455027056500907,7.205551622796296e-22,2.0501312107788514e-21,0.0019455027056500907
31693,F4738,assay,categorical,0.0019430722357736416,7.657826909125184e-22,2.1780197990565266e-21,0.0019430722357736416
41979,F5495,tissue_general,categorical,0.0019423307406341188,0.00010472705562082533,0.00018121554013066026,0.0019423307406341188
42196,F6159,tissue_general,categorical,0.0019393056001627202,0.00010888052354095073,0.00018822187428676855,0.0019393056001627202
44000,F1426,phase,categorical,0.001939304655972958,8.415668601425923e-22,2.3921116960948205e-21,0.001939304655972958
45100,F4803,phase,categorical,0.0019381958718163936,8.652662363730897e-22,2.458879533847427e-21,0.0019381958718163936
40544,F1113,tissue_general,categorical,0.0019300968716537538,0.0001225247103952388,0.00021131759302519163,0.0019300968716537538
31234,F3318,assay,categorical,0.0019294038259788395,1.0784186720445888e-21,3.0594141142763566e-21,0.0019294038259788395
33278,F9621,assay,categorical,0.0019291197398318388,1.0861194765793774e-21,3.081074387594782e-21,0.0019291197398318388
43102,F8899,tissue_general,categorical,0.0019289054280975646,0.0001244060670068316,0.00021446765871286957,0.0019289054280975646
31016,F2657,assay,categorical,0.0019280636313113615,1.1152330259531271e-21,3.1632800237503765e-21,0.0019280636313113615
31674,F4673,assay,categorical,0.0019277675320888922,1.1235347130905024e-21,3.1866343381325204e-21,0.0019277675320888922
41087,F2748,tissue_general,categorical,0.0019273782843646113,0.00012685824729272323,0.00021859857237250554,0.0019273782843646113
44261,F2187,phase,categorical,0.0019267739551470382,1.1518456909575703e-21,3.2663386306832377e-21,0.0019267739551470382
41260,F3257,tissue_general,categorical,0.001925798112316111,0.0001294445722995961,0.00022297328259992903,0.001925798112316111
43983,F1364,phase,categorical,0.0019235076068257091,1.2500417006433689e-21,3.5435110125525245e-21,0.0019235076068257091
30418,F853,assay,categorical,0.0019232679490695014,1.2575678038220105e-21,3.56462978354773e-21,0.0019232679490695014
46317,F8505,phase,categorical,0.0019227050037384378,1.2754249840034342e-21,3.614590957748894e-21,0.0019227050037384378
44677,F3475,phase,categorical,0.0019226765053800123,1.2763356928158349e-21,3.616953240245696e-21,0.0019226765053800123
32237,F6447,assay,categorical,0.0019219383528263426,1.3001523880511964e-21,3.6835555326847e-21,0.0019219383528263426
42305,F6517,tissue_general,categorical,0.0019212242229323777,0.00013722031126943643,0.00023600302461457544,0.0019212242229323777
32604,F7567,assay,categorical,0.001915850168491209,1.514324649680159e-21,4.286714879804832e-21,0.001915850168491209
45872,F7195,phase,categorical,0.0019154737491520353,1.5286691854408673e-21,4.326537169252119e-21,0.0019154737491520353
32616,F7610,assay,categorical,0.0019149608030647487,1.5484354467387534e-21,4.381951715241131e-21,0.0019149608030647487
33120,F9074,assay,categorical,0.0019132435711706466,1.616487491345005e-21,4.57232524858627e-21,0.0019132435711706466
46049,F7732,phase,categorical,0.00191071733604551,1.722072738261627e-21,4.869509736233047e-21,0.00191071733604551
41716,F4670,tissue_general,categorical,0.0019070855158848283,0.0001642048437502973,0.0002811854974522846,0.0019070855158848283
44175,F1924,phase,categorical,0.0019054642252111622,1.9642285762437446e-21,5.547560968046324e-21,0.0019054642252111622
44022,F1492,phase,categorical,0.001903700775657931,2.0529284805781294e-21,5.7959802277832834e-21,0.001903700775657931
31505,F4144,assay,categorical,0.0019025601326692818,2.112423855077535e-21,5.961797382899459e-21,0.0019025601326692818
31571,F4352,assay,categorical,0.0019019188783674645,2.1466253021987377e-21,6.057957803880983e-21,0.0019019188783674645
44035,F1526,phase,categorical,0.0019017582406850966,2.1552793306948512e-21,6.081647871189517e-21,0.0019017582406850966
46492,F9000,phase,categorical,0.0019016311947340485,2.162148372707832e-21,6.100296064862547e-21,0.0019016311947340485
31036,F2725,assay,categorical,0.0018985638717899781,2.334801299552397e-21,6.586626934253382e-21,0.0018985638717899781
31986,F5649,assay,categorical,0.0018975409566901452,2.3953916893741732e-21,6.7571496909211756e-21,0.0018975409566901452
41111,F2814,tissue_general,categorical,0.0018966024415927615,0.00018743641270094248,0.0003199271525479253,0.0018966024415927615
32835,F8256,assay,categorical,0.0018936843472283557,2.6383119923371875e-21,7.434795869947011e-21,0.0018936843472283557
44890,F4117,phase,categorical,0.001893394514238797,2.657533537937237e-21,7.488062037282487e-21,0.001893394514238797
46784,F10026,phase,categorical,0.0018901189441282696,2.884749274277335e-21,8.124374691096992e-21,0.0018901189441282696
42594,F7392,tissue_general,categorical,0.0018892119907919127,0.00020568006021830506,0.0003502247169162057,0.0018892119907919127
32080,F5945,assay,categorical,0.0018886445128519487,2.993269689366062e-21,8.426964795481174e-21,0.0018886445128519487
41970,F5471,tissue_general,categorical,0.001882590386591041,0.00022346489960138347,0.0003798182098892572,0.001882590386591041
30798,F1947,assay,categorical,0.0018825786510697634,3.484380431001152e-21,9.798408901001082e-21,0.0018825786510697634
33443,F10165,assay,categorical,0.0018822784710612714,3.5106754301047234e-21,9.871760679097041e-21,0.0018822784710612714
31821,F5158,assay,categorical,0.001882184609870282,3.5189380823743805e-21,9.894401067609595e-21,0.001882184609870282
43381,F9846,tissue_general,categorical,0.0018803526358498954,0.00022980233194110905,0.00039026430807042255,0.0018803526358498954
45027,F4561,phase,categorical,0.0018799291136590687,3.7234458616522196e-21,1.0463778069870067e-20,0.0018799291136590687
43613,F269,phase,categorical,0.0018788720106051179,3.8233434773406996e-21,1.0742582152614391e-20,0.0018788720106051179
30226,F286,assay,categorical,0.0018768045702410223,4.02653191449096e-21,1.1308742518786044e-20,0.0018768045702410223
45306,F5431,phase,categorical,0.0018748990722827462,4.223353802796389e-21,1.1855844729273064e-20,0.0018748990722827462
44156,F1874,phase,categorical,0.0018733677575815365,4.3884759402012945e-21,1.2314952060654677e-20,0.0018733677575815365
32213,F6367,assay,categorical,0.001872713564629797,4.460971341839055e-21,1.2517639411798383e-20,0.001872713564629797
30135,F14,assay,categorical,0.0018723629393684223,4.5003180918360585e-21,1.262653595118758e-20,0.0018723629393684223
31662,F4649,assay,categorical,0.0018722203917727527,4.516413664306623e-21,1.2670936809324237e-20,0.0018722203917727527
40503,F1000,tissue_general,categorical,0.0018698837350647002,0.000261813740914309,0.0004429109490069475,0.0018698837350647002
33296,F9681,assay,categorical,0.0018689330458999238,4.903998865479624e-21,1.3750088821125854e-20,0.0018689330458999238
41333,F3482,tissue_general,categorical,0.0018641575199635008,0.00028108992177858976,0.000474646833835509,0.0018641575199635008
31027,F2694,assay,categorical,0.0018637581272613942,5.582619231029564e-21,1.5634135663309898e-20,0.0018637581272613942
33325,F9794,assay,categorical,0.0018600596641868987,6.124435307498275e-21,1.7134089276176385e-20,0.0018600596641868987
46255,F8346,phase,categorical,0.0018568005965058742,6.645301426103367e-21,1.8582422649106133e-20,0.0018568005965058742
31355,F3696,assay,categorical,0.001856037126763818,6.7735894618937605e-21,1.8937768282605686e-20,0.001856037126763818
42276,F6428,tissue_general,categorical,0.0018539994339716807,0.0003186799992335842,0.0005366133397067309,0.0018539994339716807
31399,F3832,assay,categorical,0.001853896780689417,7.14659503359924e-21,1.997109654890977e-20,0.001853896780689417
46190,F8132,phase,categorical,0.0018534825549666666,7.221121523996126e-21,2.017815715230395e-20,0.0018534825549666666
32389,F6905,assay,categorical,0.0018527830418263419,7.348744786566831e-21,2.053355383820927e-20,0.0018527830418263419
32047,F5825,assay,categorical,0.0018525243955038841,7.396502789260584e-21,2.0664533512440965e-20,0.0018525243955038841
44107,F1750,phase,categorical,0.0018437196641414143,9.221335761916624e-21,2.571681143764836e-20,0.0018437196641414143
43103,F8905,tissue_general,categorical,0.0018433133295977136,0.0003634029227065616,0.0006099484993590902,0.0018433133295977136
45777,F6896,phase,categorical,0.0018420130110090441,9.624023695075732e-21,2.6835052863509205e-20,0.0018420130110090441
32974,F8644,assay,categorical,0.0018391011251196862,1.0352100505076162e-20,2.885487957147537e-20,0.0018391011251196862
46506,F9048,phase,categorical,0.0018366482619706305,1.1007977618878045e-20,3.0668445491681624e-20,0.0018366482619706305
31490,F4097,assay,categorical,0.0018362480569810513,1.1118864597226164e-20,3.0973696743206037e-20,0.0018362480569810513
44933,F4263,phase,categorical,0.0018339638354679985,1.1773488560436118e-20,3.279337745452589e-20,0.0018339638354679985
40885,F2088,tissue_general,categorical,0.0018310749107358609,0.0004220008142596092,0.0007054216179021542,0.0018310749107358609
45160,F4959,phase,categorical,0.0018308118848694747,1.2740538974477143e-20,3.5474310491368225e-20,0.0018308118848694747
43363,F9782,tissue_general,categorical,0.0018300873208316778,0.00042710434521014994,0.000713571016527897,0.0018300873208316778
30202,F214,assay,categorical,0.0018294519763808487,1.3181930073609041e-20,3.66967646498903e-20,0.0018294519763808487
43246,F9373,tissue_general,categorical,0.0018284673953661264,0.00043560354802542415,0.0007273559724643824,0.0018284673953661264
41537,F4105,tissue_general,categorical,0.0018281672631908566,0.00043719588677702803,0.0007298068166605953,0.0018281672631908566
45305,F5430,phase,categorical,0.0018267907894911812,1.4090410760989623e-20,3.9207226666019926e-20,0.0018267907894911812
41161,F2954,tissue_general,categorical,0.0018265610847255551,0.0004458123780766824,0.0007438723358089872,0.0018265610847255551
41157,F2949,tissue_general,categorical,0.00182565598032441,0.0004507391297050796,0.0007517986081964448,0.00182565598032441
45365,F5608,phase,categorical,0.0018251908137755526,1.4666480306870704e-20,4.079321534201541e-20,0.0018251908137755526
42808,F8040,tissue_general,categorical,0.001824465234956322,0.00045729998942723924,0.0007624160597721263,0.001824465234956322
46269,F8394,phase,categorical,0.0018228812458343589,1.5539821797040138e-20,4.319924839990898e-20,0.0018228812458343589
46717,F9794,phase,categorical,0.0018196470681726242,1.6850881751682165e-20,4.6813331523521005e-20,0.0018196470681726242
46242,F8298,phase,categorical,0.0018189781665507545,1.7135545654338842e-20,4.759569160949157e-20,0.0018189781665507545
33187,F9313,assay,categorical,0.0018187290534020196,1.724278511479016e-20,4.789072196613204e-20,0.0018187290534020196
31424,F3907,assay,categorical,0.0018187003588556057,1.72551807094037e-20,4.792231025722405e-20,0.0018187003588556057
31795,F5051,assay,categorical,0.0018177174764390275,1.7685193627650795e-20,4.911075275284366e-20,0.0018177174764390275
32459,F7153,assay,categorical,0.0018176546668079471,1.771303443075117e-20,4.9182237417106143e-20,0.0018176546668079471
46335,F8554,phase,categorical,0.0018174347349769646,1.7810866596070345e-20,4.944802103245924e-20,0.0018174347349769646
45451,F5889,phase,categorical,0.0018157462300257392,1.858018449270335e-20,5.1553330228022937e-20,0.0018157462300257392
30637,F1509,assay,categorical,0.0018114457336920724,2.0693030384758687e-20,5.736817414055771e-20,0.0018114457336920724
31207,F3214,assay,categorical,0.0018101224893647292,2.139026855789435e-20,5.928713073417444e-20,0.0018101224893647292
46523,F9102,phase,categorical,0.0018093871190904228,2.178785188387389e-20,6.037839621029543e-20,0.0018093871190904228
44729,F3640,phase,categorical,0.0018091621167349327,2.1910971167481154e-20,6.070881601715296e-20,0.0018091621167349327
